Campaign ID,Date,Region,Ad Impressions,Ad Clicks,CTR,Conversion Rate,CPC,CPM,ROAS
10,2022-01-02,Bangalore,669,404,0.6038863976083707,0.06365439558123014,0.5267664694163682,17.510698459808182,4.48634184313007
1,2022-01-03,Mumbai,1155,333,0.2883116883116883,0.06153043266156086,0.2886638793093666,8.70044855808529,2.2807350444309034
1,2022-01-03,Delhi,1946,72,0.03699897225077081,0.06270405228636532,0.6270417741012994,17.14233527741416,4.633095836533942
1,2022-01-03,Bangalore,788,73,0.09263959390862944,0.0346407905725834,0.6551412149663879,18.584654282477235,2.383071273271867
2,2022-01-03,Mumbai,1194,198,0.1658291457286432,0.0558763649080399,0.460762888895041,6.471089678783505,4.1439073998727665
2,2022-01-03,Delhi,1365,459,0.3362637362637363,0.016482599871023323,0.8077325630683022,16.181105224426915,3.241674564551775
2,2022-01-03,Bangalore,826,333,0.40314769975786924,0.09590620679465088,0.6375736129647049,19.950980862943986,2.769836578473848
3,2022-01-03,Mumbai,1268,449,0.35410094637223977,0.028671927561969783,0.3682016898044,19.092530718522305,3.9317411641597815
3,2022-01-03,Delhi,1022,96,0.09393346379647749,0.022736650743778355,0.8180545619460966,10.804839083788933,2.7558220624416117
3,2022-01-03,Bangalore,1163,367,0.31556319862424764,0.09780239201292369,0.9904902515374239,11.768321245292798,4.9378832603350435
4,2022-01-03,Mumbai,1299,70,0.05388760585065435,0.016519872513896396,0.33179197725840526,17.39498789159049,2.774800134376442
4,2022-01-03,Delhi,754,437,0.5795755968169761,0.08279772800514977,0.7997689445178152,11.59736027829495,2.8285744841752596
4,2022-01-03,Bangalore,694,462,0.6657060518731989,0.04017918562714783,0.261348165783529,8.79765040025653,1.8451951964397875
5,2022-01-03,Mumbai,1591,464,0.2916404776869893,0.04225422440071309,0.9344091495858786,5.4436887269111,2.82081284032577
5,2022-01-03,Delhi,1864,413,0.22156652360515022,0.06736686704022882,0.31821580688842993,11.226214837497166,4.578495679855277
5,2022-01-03,Bangalore,508,337,0.6633858267716536,0.09122878575454933,0.17688498036256928,6.891402511353256,1.1362516662305548
6,2022-01-03,Mumbai,1064,424,0.39849624060150374,0.03462736971667746,0.8802939388029329,11.942413013353708,1.7173670438764357
6,2022-01-03,Delhi,558,205,0.3673835125448029,0.021657939287230935,0.8868364555471505,15.130561480732949,4.275182308853385
6,2022-01-03,Bangalore,1883,374,0.19861922464152948,0.046640226626795206,0.5569884107591435,15.701107670504085,1.3853611554793495
7,2022-01-03,Mumbai,1395,409,0.2931899641577061,0.08560336740624802,0.786715717176876,8.939503920990088,1.682712729264137
7,2022-01-03,Delhi,653,201,0.30781010719754975,0.010358596547935587,0.2681946039024286,11.614094263299311,4.600055356732036
7,2022-01-03,Bangalore,1723,471,0.273360417875798,0.025077883712885954,0.5596058586476024,9.411134062267756,4.832441223055538
8,2022-01-03,Mumbai,1615,422,0.2613003095975232,0.041984837503753245,0.05039119808069518,17.66879826494156,4.186590335061633
8,2022-01-03,Delhi,1904,115,0.06039915966386555,0.07426885732033657,0.5680944097322145,12.463651926305095,2.2696793778070927
8,2022-01-03,Bangalore,539,324,0.601113172541744,0.0883252112227601,0.15483699574421092,17.97173870038938,1.8847596285477346
9,2022-01-03,Mumbai,882,392,0.4444444444444444,0.05833828052743971,0.6451412085522825,11.810570139609585,3.346408252384049
9,2022-01-03,Delhi,1676,445,0.26551312649164677,0.044317179794244814,0.3996726781015628,13.006172653832035,1.5961567329893134
9,2022-01-03,Bangalore,1565,404,0.25814696485623,0.06204233995128227,0.10041988737080915,7.774946772162868,1.8259476448219476
10,2022-01-03,Mumbai,898,158,0.1759465478841871,0.09384960262345657,0.5736513952947763,5.037054899947636,3.877547658727268
10,2022-01-03,Delhi,1493,103,0.06898861352980576,0.052740581899574646,0.6592231771703635,7.270062046396378,4.917327512239186
10,2022-01-03,Bangalore,936,462,0.4935897435897436,0.013507888513891626,0.1371254648170267,13.85685540579624,2.25760774297223
1,2022-01-04,Mumbai,1882,198,0.10520722635494155,0.07296684920658984,0.8109405994055885,13.491329538226468,2.2610447463348495
1,2022-01-04,Delhi,928,408,0.4396551724137931,0.010006755043524962,0.541057984698188,15.385265380510875,4.085487257772371
1,2022-01-04,Bangalore,1923,469,0.2438897555902236,0.056659357072926145,0.06533691116465487,13.45809470391094,1.2018977720023316
2,2022-01-04,Mumbai,1153,88,0.07632263660017347,0.03618721159498523,0.11890201055920889,12.13251963509236,3.460534390964245
2,2022-01-04,Delhi,550,454,0.8254545454545454,0.020759938666759563,0.7006902291993268,12.427243177459875,3.474442960239322
2,2022-01-04,Bangalore,1537,261,0.16981132075471697,0.07944967828572685,0.1919667936317746,6.203914569140171,3.219848835362831
3,2022-01-04,Mumbai,1472,395,0.26834239130434784,0.07282438742131872,0.10340576757191094,17.19155555346275,2.587174372305625
3,2022-01-04,Delhi,1018,187,0.18369351669941061,0.019002914641855474,0.21253892260214396,5.732543683309231,4.208655796430868
3,2022-01-04,Bangalore,1407,113,0.08031272210376687,0.06283763011537874,0.07871097956909323,19.42628285260856,2.2948557775632508
4,2022-01-04,Mumbai,1971,150,0.076103500761035,0.08215015205442561,0.7882048879325918,18.82643893711399,1.2328060383192203
4,2022-01-04,Delhi,764,463,0.606020942408377,0.025509465831258463,0.527996608374656,14.4696898830127,3.700438784667948
4,2022-01-04,Bangalore,831,440,0.529482551143201,0.09707620429772566,0.9926125961650626,18.955517584783962,3.1852701151454963
5,2022-01-04,Mumbai,584,92,0.15753424657534246,0.02642569214293177,0.6542163739092166,15.847267407433513,2.3881406147733126
5,2022-01-04,Delhi,513,479,0.9337231968810916,0.09855350981226717,0.5711934521371635,10.287761815989787,1.0758506827224599
5,2022-01-04,Bangalore,1466,116,0.0791268758526603,0.018705914511169847,0.749317799954931,10.189565832076468,1.1934101995638757
6,2022-01-04,Mumbai,1400,92,0.06571428571428571,0.08960291657674883,0.91397960103236,16.09515432304132,3.3798896029629923
6,2022-01-04,Delhi,994,252,0.2535211267605634,0.08228531952758043,0.701199684636503,8.385817622538207,3.2610130890071036
6,2022-01-04,Bangalore,1604,484,0.30174563591022446,0.07026244451372898,0.844102753555603,11.671930027850529,2.33878116712997
7,2022-01-04,Mumbai,1561,168,0.10762331838565023,0.05657817571707939,0.5072971676848483,10.535052322920631,3.8053843348273353
7,2022-01-04,Delhi,1553,55,0.03541532517707663,0.027330709259670308,0.6355216196011368,19.07654846927204,3.94688715243073
7,2022-01-04,Bangalore,1286,335,0.26049766718507,0.030273418583395613,0.08390487547005412,15.63922985042665,3.565972109002655
8,2022-01-04,Mumbai,1416,419,0.2959039548022599,0.0435665698893571,0.48742859360752416,9.865306355106455,1.3934802668029969
8,2022-01-04,Delhi,1673,225,0.13448894202032277,0.0575529748153866,0.5674200389238231,9.916982346153535,4.163155769384499
8,2022-01-04,Bangalore,1061,474,0.4467483506126296,0.06619454576768988,0.5005252760461761,11.594521062344384,3.7733252394672903
9,2022-01-04,Mumbai,1783,128,0.0717891194615816,0.07141024180269331,0.6373310163225356,19.932881434179418,2.0744524107850366
9,2022-01-04,Delhi,866,144,0.16628175519630484,0.07902992164895598,0.07242949855123713,18.87100885131298,4.200893605295663
9,2022-01-04,Bangalore,1176,413,0.35119047619047616,0.0396359528116276,0.5983119510348086,11.708611712409903,2.2828956455410108
10,2022-01-04,Mumbai,1628,378,0.2321867321867322,0.0809954406642757,0.7152551876429808,18.266159003507497,1.5037634902068344
10,2022-01-04,Delhi,944,450,0.4766949152542373,0.08316930648243619,0.4203756394753064,10.206925407359138,1.61270047499
10,2022-01-04,Bangalore,906,235,0.25938189845474613,0.016126280227956147,0.18977809077238933,5.349948973363356,3.789070848103259
1,2022-01-05,Mumbai,1343,330,0.2457185405807893,0.07335154856613539,0.9685964258477155,7.549454524669032,1.1541299165206973
1,2022-01-05,Delhi,777,247,0.3178893178893179,0.06612769514034882,0.16869975705443857,8.53536035913785,4.783963808918509
1,2022-01-05,Bangalore,1533,417,0.2720156555772994,0.056163599536013235,0.16702900799369538,13.455902508711663,1.9527390789091101
2,2022-01-05,Mumbai,1090,179,0.16422018348623854,0.0890947273920791,0.6462247107098638,19.069755415097163,2.4799076204232207
2,2022-01-05,Delhi,816,349,0.42769607843137253,0.06908276293643273,0.37998365126878153,8.71002430074946,3.168545451567749
2,2022-01-05,Bangalore,613,153,0.2495921696574225,0.010248919323592658,0.9395268433317061,10.91819369431742,3.456395475006414
3,2022-01-05,Mumbai,1273,154,0.12097407698350353,0.04294293093247957,0.6730307144187576,10.015799551841726,1.8276706620470846
3,2022-01-05,Delhi,1681,356,0.2117787031528852,0.051767988552351055,0.4452635164830108,9.980893170980028,4.924543690947372
3,2022-01-05,Bangalore,815,436,0.5349693251533743,0.09145115134246451,0.870897407195886,8.242566073067128,2.8736784038977765
4,2022-01-05,Mumbai,1003,416,0.4147557328015952,0.07339289977614012,0.5922494119938915,18.349309556611804,1.65509716781003
4,2022-01-05,Delhi,1445,400,0.2768166089965398,0.02641167154398496,0.35897802509030047,5.776523408975124,2.3426475586685562
4,2022-01-05,Bangalore,952,343,0.3602941176470588,0.04901165777888189,0.1461655170165744,12.955709130561296,2.5132872823471413
5,2022-01-05,Mumbai,1910,440,0.23036649214659685,0.04705029411384988,0.565784928354694,19.972443225149284,3.8516878373247514
5,2022-01-05,Delhi,1211,98,0.08092485549132948,0.04287143801474136,0.44920446524984275,5.695798615194393,2.547529756192529
5,2022-01-05,Bangalore,1725,474,0.2747826086956522,0.060859878996188416,0.27675351917571206,18.95624291811911,4.653948239306777
6,2022-01-05,Mumbai,693,304,0.43867243867243866,0.0748187761433928,0.5989939064190831,5.936102719767209,4.1321281772471465
6,2022-01-05,Delhi,654,246,0.3761467889908257,0.06213731732231273,0.5322669131637451,16.23800039578923,4.185365170139938
6,2022-01-05,Bangalore,640,102,0.159375,0.039674867821704415,0.9179278266926338,13.013878344054588,1.5245461162867389
7,2022-01-05,Mumbai,1302,255,0.195852534562212,0.082352968373567,0.7334632793128317,15.469374278587276,3.7002252873211186
7,2022-01-05,Delhi,1962,169,0.08613659531090724,0.021116274058631892,0.3987215275821245,10.298680465953225,1.5878486341895957
7,2022-01-05,Bangalore,1357,422,0.31098010316875463,0.03244984072212474,0.38721352327369135,5.381743630975775,2.7320152411891994
8,2022-01-05,Mumbai,1936,393,0.20299586776859505,0.06311986966198506,0.7325225058608195,11.27045563061134,4.487291480489183
8,2022-01-05,Delhi,1129,397,0.3516386182462356,0.07222381837947639,0.4390358896463204,14.900273143880174,2.932149192938702
8,2022-01-05,Bangalore,693,318,0.4588744588744589,0.07361399200595214,0.983966507382996,19.671538025150532,2.2483437373330464
9,2022-01-05,Mumbai,1793,422,0.23535973229224763,0.05304598865933745,0.8755542510938588,10.41356238363836,2.621669055887069
9,2022-01-05,Delhi,1295,102,0.07876447876447877,0.020849662777968868,0.9179583701359099,15.79122448380702,1.831729492619191
9,2022-01-05,Bangalore,1509,484,0.32074221338634856,0.08734166240540167,0.861506504113421,8.974004412787913,4.070981272272848
10,2022-01-05,Mumbai,921,238,0.25841476655808904,0.07626824800529551,0.43165417773256565,12.915145942633075,1.3724514714767846
10,2022-01-05,Delhi,934,433,0.46359743040685225,0.031791745055807674,0.6110109897376717,10.527498618574345,3.433430104774983
10,2022-01-05,Bangalore,1345,292,0.2171003717472119,0.09870859624027473,0.8185502279554319,14.037291996146632,2.200651990176991
1,2022-01-06,Mumbai,885,319,0.36045197740112994,0.05053500299470533,0.44787990726959453,7.274991225793073,4.826441983800395
1,2022-01-06,Delhi,1974,92,0.04660587639311044,0.08422798382924386,0.32619572443517186,16.173109580048944,3.476991650117916
1,2022-01-06,Bangalore,1500,317,0.21133333333333335,0.02604104653859273,0.10841668863376874,8.415113508779877,4.027778412455649
2,2022-01-06,Mumbai,1622,492,0.3033292231812577,0.07742422115799034,0.6518045356217229,9.304877272258373,2.263194245653827
2,2022-01-06,Delhi,1906,268,0.14060860440713535,0.021500398283284174,0.6134471825115492,6.146708994187909,3.290615057488735
2,2022-01-06,Bangalore,1106,355,0.3209764918625678,0.03339087619799074,0.4666370089179858,10.647700926396249,2.9036604715211807
3,2022-01-06,Mumbai,1652,137,0.08292978208232446,0.0775678126600245,0.5722030973843881,12.15676728833317,4.545992775992884
3,2022-01-06,Delhi,1655,190,0.1148036253776435,0.02322274349617162,0.9467947769138502,15.96194347491416,1.3590266248368512
3,2022-01-06,Bangalore,1855,402,0.21671159029649595,0.0933142198229729,0.761224025544701,17.13162673199828,1.8760129693784915
4,2022-01-06,Mumbai,1688,228,0.13507109004739337,0.0670473923457264,0.278363369743797,16.489982175534912,1.7895098850681883
4,2022-01-06,Delhi,1062,152,0.1431261770244821,0.04932204606414376,0.5370361769665701,15.842046547189296,1.127522707730026
4,2022-01-06,Bangalore,1845,326,0.1766937669376694,0.0702967059856149,0.9792758475784269,18.531499564349147,3.829197178752175
5,2022-01-06,Mumbai,1289,152,0.11792086889061287,0.08070223849153146,0.6677721418009605,11.509411377222815,4.634789670710794
5,2022-01-06,Delhi,1661,97,0.058398555087296806,0.012367957366219231,0.6527859050166869,5.482003093104156,2.279005766138142
5,2022-01-06,Bangalore,1517,384,0.25313117996044826,0.036107213370668446,0.844098853189812,6.591398830651536,2.747915086205669
6,2022-01-06,Mumbai,1527,231,0.1512770137524558,0.06926923232121275,0.06189664493332261,8.66554178621097,2.6366438312709017
6,2022-01-06,Delhi,1235,188,0.1522267206477733,0.047797053266355985,0.9468229459516554,8.54270379791014,4.122376595898693
6,2022-01-06,Bangalore,1136,85,0.07482394366197183,0.06246864398338497,0.960461913157484,19.94115738578717,4.243857277338438
7,2022-01-06,Mumbai,1144,132,0.11538461538461539,0.08272365751473751,0.5443862759051361,6.7816502885030765,2.6088514252440356
7,2022-01-06,Delhi,1534,339,0.22099087353324642,0.06100635194515591,0.06757268020925736,10.366774423387245,3.6743481902579154
7,2022-01-06,Bangalore,1512,195,0.12896825396825398,0.04275609984188979,0.17556346159425767,11.065834234574845,1.5232567707977949
8,2022-01-06,Mumbai,1466,465,0.3171896316507503,0.07606355935857745,0.9908808960321955,13.416891444567291,1.7553390446388208
8,2022-01-06,Delhi,1127,307,0.2724046140195209,0.024701846778031233,0.769087430101604,13.313433975370673,3.386252387443603
8,2022-01-06,Bangalore,1688,417,0.24703791469194314,0.06650396083085328,0.46629460739501954,9.858390555115005,2.5617303745966953
9,2022-01-06,Mumbai,1414,299,0.21145685997171146,0.03109699420090377,0.8341141782581369,8.084831586195866,2.367533850775978
9,2022-01-06,Delhi,1013,133,0.13129318854886476,0.0532712035738061,0.7953084928713956,9.916787050118936,4.443244229028869
9,2022-01-06,Bangalore,1553,144,0.0927237604636188,0.02527870210966545,0.6408630870737524,18.31963787702753,3.9242815310413754
10,2022-01-06,Mumbai,1523,274,0.1799080761654629,0.034933325889105325,0.4922492343202315,19.441928818664103,4.301278943386036
10,2022-01-06,Delhi,1925,444,0.23064935064935066,0.050547982909658756,0.7154168820439354,8.972132146930607,4.835282107654242
10,2022-01-06,Bangalore,1602,99,0.06179775280898876,0.014195266348430175,0.2951760734102253,6.389701482859834,2.2942758590818317
1,2022-01-07,Mumbai,1371,233,0.1699489423778264,0.017548268041590622,0.3270438208295973,8.582660023260644,2.164098535816839
1,2022-01-07,Delhi,1253,187,0.14924181963288108,0.09775501235492126,0.8888054022404359,11.303183197796251,1.7299617661350286
1,2022-01-07,Bangalore,978,320,0.32719836400818,0.08513420236908802,0.6948245764902916,16.804284791090208,2.794545774007059
2,2022-01-07,Mumbai,541,95,0.1756007393715342,0.01341515980705604,0.45506847600870315,7.406823845345482,2.2063926129301747
2,2022-01-07,Delhi,1034,361,0.3491295938104449,0.020500537409933427,0.33607395439885684,13.446095303906874,4.589779547054274
2,2022-01-07,Bangalore,1830,417,0.2278688524590164,0.05233279424432834,0.6603568896271459,6.805568569224954,4.499287806036863
3,2022-01-07,Mumbai,987,256,0.25937183383991896,0.030069160842637263,0.4144268584902575,11.199420046091934,3.671938805504795
3,2022-01-07,Delhi,1159,315,0.271786022433132,0.013548869122085814,0.6947301652010366,13.517742241038142,3.2994504926627855
3,2022-01-07,Bangalore,624,287,0.4599358974358974,0.03535981213060737,0.5574016023976578,15.019992856414275,3.8137291144585013
4,2022-01-07,Mumbai,1202,146,0.12146422628951747,0.02369631968416242,0.35051899895346994,6.930946386746896,2.4089260825261016
4,2022-01-07,Delhi,723,354,0.4896265560165975,0.0630052029583097,0.4090608641522277,14.399956284963968,4.786539396703419
4,2022-01-07,Bangalore,1498,470,0.3137516688918558,0.07518137199675516,0.08482354236623631,7.065272378916143,4.111345089457003
5,2022-01-07,Mumbai,1575,168,0.10666666666666667,0.05055369362622012,0.2034477844513184,11.206590440593029,4.989099132466304
5,2022-01-07,Delhi,1341,432,0.3221476510067114,0.07417679584695724,0.34054745136489684,11.736557853285241,2.4223218614205506
5,2022-01-07,Bangalore,1202,322,0.26788685524126454,0.09954237077839304,0.51736506461655,18.448541346481903,2.7211134210126278
6,2022-01-07,Mumbai,1760,166,0.09431818181818181,0.09386620605160456,0.8589821613673355,7.533372674920065,1.0883984061337681
6,2022-01-07,Delhi,1887,137,0.07260201377848437,0.05945822107936649,0.1426777934705217,16.767988849698167,4.256633426689745
6,2022-01-07,Bangalore,1654,247,0.14933494558645707,0.016087431353815525,0.4630041589148897,9.351357545642374,2.8675305903817194
7,2022-01-07,Mumbai,1815,90,0.049586776859504134,0.02483784407380618,0.42629038735126223,14.294882291176886,2.232798713913866
7,2022-01-07,Delhi,802,299,0.37281795511221943,0.058613556866059444,0.7779234287111455,13.51245805323764,4.195468617902037
7,2022-01-07,Bangalore,1974,83,0.04204660587639311,0.06852013745917364,0.5427529514168538,11.689276417919974,3.8610487498925425
8,2022-01-07,Mumbai,563,435,0.7726465364120781,0.05121445203290166,0.30352831334249947,7.724211294780382,4.968666779888057
8,2022-01-07,Delhi,663,400,0.6033182503770739,0.09139492690843116,0.2954345021312106,10.649138787955888,3.7011396110156167
8,2022-01-07,Bangalore,1305,327,0.25057471264367814,0.0889288147669179,0.17777390371589025,7.008170834594767,3.3946948695135575
9,2022-01-07,Mumbai,659,257,0.3899848254931715,0.04570569108591303,0.332130888556596,8.926911787554399,2.343928049746309
9,2022-01-07,Delhi,1035,267,0.2579710144927536,0.08166663942991045,0.05226375854109626,13.795230701204591,1.2819479016662014
9,2022-01-07,Bangalore,1813,164,0.09045780474351903,0.03927562005987339,0.4416089724078658,19.995111885337195,1.9725576447770252
10,2022-01-07,Mumbai,1246,54,0.04333868378812199,0.08581601056136554,0.416925905141085,14.733839973538398,4.531055863200105
10,2022-01-07,Delhi,1002,312,0.31137724550898205,0.011769232194779232,0.4610505778571881,19.73801037056223,3.648714857454363
10,2022-01-07,Bangalore,1779,236,0.13265879707700956,0.012048526158742663,0.587022900354147,5.162683795543057,1.2090994776968933
1,2022-01-08,Mumbai,1563,355,0.2271273192578375,0.018834710471875203,0.6257767904275564,17.934035989364254,1.9786789896636177
1,2022-01-08,Delhi,1411,441,0.31254429482636426,0.037801864804699284,0.1720192457025015,11.422341994105814,3.0921648451933264
1,2022-01-08,Bangalore,1634,171,0.10465116279069768,0.06479624164239874,0.17543812542107912,16.104884423334823,3.380713911328662
2,2022-01-08,Mumbai,678,478,0.7050147492625368,0.038545379477232446,0.6781836313929716,15.894778574371653,2.4793426484851784
2,2022-01-08,Delhi,1301,130,0.09992313604919292,0.029260965817763197,0.24330965832309126,10.659946886971792,4.527653817746469
2,2022-01-08,Bangalore,1188,70,0.058922558922558925,0.01478888039530729,0.6117720556539954,15.579393464684436,3.8365430874332236
3,2022-01-08,Mumbai,1998,420,0.21021021021021022,0.06764099197079061,0.32740691510488434,19.342070753979247,2.892735604776264
3,2022-01-08,Delhi,863,333,0.3858632676709154,0.08840222362781228,0.21938496293169168,11.403803748759323,4.855414664254321
3,2022-01-08,Bangalore,1977,423,0.21396054628224584,0.0872348745075305,0.2474183068585587,12.42175606640409,2.85581257432383
4,2022-01-08,Mumbai,661,400,0.6051437216338881,0.03719462203039339,0.5728795060690788,11.260655417490678,3.655568954571631
4,2022-01-08,Delhi,1173,282,0.24040920716112532,0.08479421856920062,0.21716006683129419,13.301058485613584,3.5558005233269423
